var_name,label,var_lower,label_lower
R06_AC9029_NN,R06_AC9029_NN: How long since you last smoked a cigarette - Number (Current smok,r06_ac9029_nn,r06_ac9029_nn: how long since you last smoked a cigarette - number (current smok
R06_AC9029_UN,R06_AC9029_UN: How long since you last smoked a cigarette - Unit (Current smoker,r06_ac9029_un,r06_ac9029_un: how long since you last smoked a cigarette - unit (current smoker
R06_AC1023_NN,"R06_AC1023_NN: In past 30 days, average number of cigarettes smoked per day on d",r06_ac1023_nn,"r06_ac1023_nn: in past 30 days, average number of cigarettes smoked per day on d"
R06_AC1023_UN,"R06_AC1023_UN: In past 30 days, average number of cigarettes smoked per day on d",r06_ac1023_un,"r06_ac1023_un: in past 30 days, average number of cigarettes smoked per day on d"
R06_AC9004,R06_AC9004: Smoked same number of cigarettes per day since started smoking fairl,r06_ac9004,r06_ac9004: smoked same number of cigarettes per day since started smoking fairl
R06_AC9009,R06_AC9009: Smoked same number of cigarettes per day since started smoking fairl,r06_ac9009,r06_ac9009: smoked same number of cigarettes per day since started smoking fairl
R06_AC9005_NN,R06_AC9005_NN: Average number of cigarettes smoked per day when smoked fairly re,r06_ac9005_nn,r06_ac9005_nn: average number of cigarettes smoked per day when smoked fairly re
R06_AC9005_UN,R06_AC9005_UN: Average number of cigarettes smoked per day when smoked fairly re,r06_ac9005_un,r06_ac9005_un: average number of cigarettes smoked per day when smoked fairly re
R06_AC9022,R06_AC9022: Consider yourself a smoker,r06_ac9022,r06_ac9022: consider yourself a smoker
R06_AC9045,R06_AC9045: Level of Agreement: Enjoy sensation in throat and chest when smoking,r06_ac9045,r06_ac9045: level of agreement: enjoy sensation in throat and chest when smoking
R06_AC1024_NN,R06_AC1024_NN: Time to first cigarette after waking on days smoked - Number (cur,r06_ac1024_nn,r06_ac1024_nn: time to first cigarette after waking on days smoked - number (cur
R06_AC1024_UN,R06_AC1024_UN: Time to first cigarette after waking on days smoked - Unit (curre,r06_ac1024_un,r06_ac1024_un: time to first cigarette after waking on days smoked - unit (curre
R06_AC1092,R06_AC1092: Smoke first cigarette of the day within 30 minutes after waking (cur,r06_ac1092,r06_ac1092: smoke first cigarette of the day within 30 minutes after waking (cur
R06_AC9052,R06_AC9052: Cigarette you would hate most to give up,r06_ac9052,r06_ac9052: cigarette you would hate most to give up
R06_AC9053,R06_AC9053: Smoke cigarettes more frequently during the first hours after waking,r06_ac9053,r06_ac9053: smoke cigarettes more frequently during the first hours after waking
R06_AC9054,R06_AC9054: Smoke cigarettes even if ill in bed all day,r06_ac9054,r06_ac9054: smoke cigarettes even if ill in bed all day
R06_AC9048,"R06_AC9048: When smoking cigarettes, usually smoke manufactured cigarettes or ro",r06_ac9048,"r06_ac9048: when smoking cigarettes, usually smoke manufactured cigarettes or ro"
R06_AC0100MC,R06_AC0100MC: When last smoked a cigarette,r06_ac0100mc,r06_ac0100mc: when last smoked a cigarette
R06_AC0102MC,R06_AC0102MC: Time period of day when you last smoked a cigarette,r06_ac0102mc,r06_ac0102mc: time period of day when you last smoked a cigarette
R06_AC0103MC,R06_AC0103MC: Number of cigarettes smoked today/yesterday/day before yesterday,r06_ac0103mc,r06_ac0103mc: number of cigarettes smoked today/yesterday/day before yesterday
R06_AC1130MC,"R06_AC1130MC: In past 30 days, cigarette flavor smoked: Menthol or mint",r06_ac1130mc,"r06_ac1130mc: in past 30 days, cigarette flavor smoked: menthol or mint"
R06_AC1123MC,"R06_AC1123MC: In past 30 days, someone refused to sell you cigarettes because of",r06_ac1123mc,"r06_ac1123mc: in past 30 days, someone refused to sell you cigarettes because of"
R06_AC1030MC,R06_AC1030MC: How you usually buy your cigarettes,r06_ac1030mc,r06_ac1030mc: how you usually buy your cigarettes
R06_AC1118MC,R06_AC1118MC: How you usually get your own cigarettes,r06_ac1118mc,r06_ac1118mc: how you usually get your own cigarettes
R06_AC1032MC,R06_AC1032MC: Geographic area where you usually buy your cigarettes,r06_ac1032mc,r06_ac1032mc: geographic area where you usually buy your cigarettes
R06_AC1033MC,R06_AC1033MC: Retail location where your cigarettes are purchased most of the ti,r06_ac1033mc,r06_ac1033mc: retail location where your cigarettes are purchased most of the ti
R06_AC1039,"R06_AC1039: Usually buy cigarettes by carton, pack or as single cigarettes",r06_ac1039,"r06_ac1039: usually buy cigarettes by carton, pack or as single cigarettes"
R06_AC1040,R06_AC1040: Number of cigarette packs in the carton you usually buy,r06_ac1040,r06_ac1040: number of cigarette packs in the carton you usually buy
R06_AC1041_D,R06_AC1041_D: Amount usually paid for a carton of cigarettes - Dollars,r06_ac1041_d,r06_ac1041_d: amount usually paid for a carton of cigarettes - dollars
R06_AC1041_C,R06_AC1041_C: Amount usually paid for a carton of cigarettes - Cents,r06_ac1041_c,r06_ac1041_c: amount usually paid for a carton of cigarettes - cents
R06_AC1042_D,R06_AC1042_D: Amount usually paid for a pack of cigarettes - Dollars,r06_ac1042_d,r06_ac1042_d: amount usually paid for a pack of cigarettes - dollars
R06_AC1042_C,R06_AC1042_C: Amount usually paid for a pack of cigarettes - Cents,r06_ac1042_c,r06_ac1042_c: amount usually paid for a pack of cigarettes - cents
R06_AC1043_D,R06_AC1043_D: Amount usually paid for a single cigarette - Dollars,r06_ac1043_d,r06_ac1043_d: amount usually paid for a single cigarette - dollars
R06_AC1043_C,R06_AC1043_C: Amount usually paid for a single cigarette - Cents,r06_ac1043_c,r06_ac1043_c: amount usually paid for a single cigarette - cents
R06_AC8800,R06_AC8800: Where you usually throw away cigarette butts after you finish smokin,r06_ac8800,r06_ac8800: where you usually throw away cigarette butts after you finish smokin
R06_AC8801,R06_AC8801: What you usually do with a cigarette pack or carton when it's empty,r06_ac8801,r06_ac8801: what you usually do with a cigarette pack or carton when it's empty
R06_AC1047MC,R06_AC1047MC: Have a regular brand of cigarettes you usually smoke,r06_ac1047mc,r06_ac1047mc: have a regular brand of cigarettes you usually smoke
R06_AC1050,R06_AC1050: Regular/last brand of cigarettes smoked  flavored to taste like ment,r06_ac1050,r06_ac1050: regular/last brand of cigarettes smoked  flavored to taste like ment
R06_AC1945MC,R06_AC1945MC: Know the name of brand of cigarettes usually/last smoked,r06_ac1945mc,r06_ac1945mc: know the name of brand of cigarettes usually/last smoked
R06_AC1048MC_BRAND,R06_AC1048MC_BRAND: Brand of cigarettes usually/last smoked,r06_ac1048mc_brand,r06_ac1048mc_brand: brand of cigarettes usually/last smoked
R06_AC1070MC_PRODUCT,R06_AC1070MC_PRODUCT: Sub-brand of cigarette product usually/last smoked,r06_ac1070mc_product,r06_ac1070mc_product: sub-brand of cigarette product usually/last smoked
R06_AC1051MC_NN,R06_AC1051MC_NN: How long smoked regular brand of manufactured cigarettes - Numb,r06_ac1051mc_nn,r06_ac1051mc_nn: how long smoked regular brand of manufactured cigarettes - numb
R06_AC1051MC_UN,R06_AC1051MC_UN: How long smoked regular brand of manufactured cigarettes - Unit,r06_ac1051mc_un,r06_ac1051mc_un: how long smoked regular brand of manufactured cigarettes - unit
R06_AC0100RY,R06_AC0100RY: When last smoked a roll-your-own cigarette,r06_ac0100ry,r06_ac0100ry: when last smoked a roll-your-own cigarette
R06_AC0102RY,R06_AC0102RY: Time period of day when you last smoked a roll-your-own cigarette,r06_ac0102ry,r06_ac0102ry: time period of day when you last smoked a roll-your-own cigarette
R06_AC0103RY,R06_AC0103RY: Number of roll-your-own cigarettes smoked today/yesterday/day befo,r06_ac0103ry,r06_ac0103ry: number of roll-your-own cigarettes smoked today/yesterday/day befo
R06_AC1130RY,"R06_AC1130RY: In past 30 days, roll-your-own tobacco flavor smoked: Menthol or m",r06_ac1130ry,"r06_ac1130ry: in past 30 days, roll-your-own tobacco flavor smoked: menthol or m"
R06_AC1123RY,"R06_AC1123RY: In past 30 days, someone refused to sell you cigarettes because of",r06_ac1123ry,"r06_ac1123ry: in past 30 days, someone refused to sell you cigarettes because of"
R06_AC1030RY,R06_AC1030RY: How you usually buy your pouch of roll-your-own cigarette tobacco,r06_ac1030ry,r06_ac1030ry: how you usually buy your pouch of roll-your-own cigarette tobacco
R06_AC1118RY,R06_AC1118RY: How you usually get your own roll-your-own cigarette tobacco,r06_ac1118ry,r06_ac1118ry: how you usually get your own roll-your-own cigarette tobacco
R06_AC1032RY,R06_AC1032RY: Geographic area where you usually buy your roll-your-own cigarette,r06_ac1032ry,r06_ac1032ry: geographic area where you usually buy your roll-your-own cigarette
R06_AC1033RY,R06_AC1033RY: Retail location where your roll-your-own cigarette tobacco is purc,r06_ac1033ry,r06_ac1033ry: retail location where your roll-your-own cigarette tobacco is purc
R06_AC9049RY_D,R06_AC9049RY_D: How much you usually pay for a pouch of roll-your-own cigarette,r06_ac9049ry_d,r06_ac9049ry_d: how much you usually pay for a pouch of roll-your-own cigarette
R06_AC9049RY_C,R06_AC9049RY_C: How much you usually pay for a pouch of roll-your-own cigarette,r06_ac9049ry_c,r06_ac9049ry_c: how much you usually pay for a pouch of roll-your-own cigarette
R06_AC8802,R06_AC8802: What you usually do with a pouch of roll-your-own cigarette tobacco,r06_ac8802,r06_ac8802: what you usually do with a pouch of roll-your-own cigarette tobacco
R06_AC1047RY,R06_AC1047RY: Have a regular brand of roll-your-own cigarette tobacco you usuall,r06_ac1047ry,r06_ac1047ry: have a regular brand of roll-your-own cigarette tobacco you usuall
R06_AC9150,R06_AC9150: Regular/last brand of roll-your-own cigarette tobacco flavored to ta,r06_ac9150,r06_ac9150: regular/last brand of roll-your-own cigarette tobacco flavored to ta
R06_AC1945RY,R06_AC1945RY: Know the name of brand of roll-your-own cigarette tobacco usually/,r06_ac1945ry,r06_ac1945ry: know the name of brand of roll-your-own cigarette tobacco usually/
R06_AC1048RY_BRAND,R06_AC1048RY_BRAND: Brand of roll-your-own cigarette tobacco usually/last smoked,r06_ac1048ry_brand,r06_ac1048ry_brand: brand of roll-your-own cigarette tobacco usually/last smoked
R06_AC1070RY_PRODUCT,R06_AC1070RY_PRODUCT: Sub-brand of roll-your-own cigarette tobacco product usual,r06_ac1070ry_product,r06_ac1070ry_product: sub-brand of roll-your-own cigarette tobacco product usual
R06_AC1051RY_NN,R06_AC1051RY_NN: How long smoked regular brand of roll-your-own cigarette tobacc,r06_ac1051ry_nn,r06_ac1051ry_nn: how long smoked regular brand of roll-your-own cigarette tobacc
R06_AC1051RY_UN,R06_AC1051RY_UN: How long smoked regular brand of roll-your-own cigarette tobacc,r06_ac1051ry_un,r06_ac1051ry_un: how long smoked regular brand of roll-your-own cigarette tobacc
R06_AC9010_RANDOM_01,R06_AC9010_RANDOM_01: AC9010 series random question 1,r06_ac9010_random_01,r06_ac9010_random_01: ac9010 series random question 1
R06_AC9010_RANDOM_02,R06_AC9010_RANDOM_02: AC9010 series random question 2,r06_ac9010_random_02,r06_ac9010_random_02: ac9010 series random question 2
R06_AC9010_RANDOM_03,R06_AC9010_RANDOM_03: AC9010 series random question 3,r06_ac9010_random_03,r06_ac9010_random_03: ac9010 series random question 3
R06_AC9010_RANDOM_04,R06_AC9010_RANDOM_04: AC9010 series random question 4,r06_ac9010_random_04,r06_ac9010_random_04: ac9010 series random question 4
R06_AC9010,"R06_AC9010: In choosing regular brand of cigarettes, part of your decision was b",r06_ac9010,"r06_ac9010: in choosing regular brand of cigarettes, part of your decision was b"
R06_AC9011,"R06_AC9011: In choosing regular brand of cigarettes, part of your decision was b",r06_ac9011,"r06_ac9011: in choosing regular brand of cigarettes, part of your decision was b"
R06_AC9014,"R06_AC9014: In choosing regular brand of cigarettes, part of your decision was b",r06_ac9014,"r06_ac9014: in choosing regular brand of cigarettes, part of your decision was b"
R06_AC9015,"R06_AC9015: In choosing regular brand of cigarettes, part of your decision was b",r06_ac9015,"r06_ac9015: in choosing regular brand of cigarettes, part of your decision was b"
R06_AC9019,R06_AC9019: Perception of harmfulness of usual brand of cigarettes you smoke com,r06_ac9019,r06_ac9019: perception of harmfulness of usual brand of cigarettes you smoke com
R06_AC1144,R06_AC1144: Self-perception of harmfulness of smoking cigarettes to own health,r06_ac1144,r06_ac1144: self-perception of harmfulness of smoking cigarettes to own health
R06_AC0105,R06_AC0105: Brand of cigarette last smoked when used both manufactured cigarette,r06_ac0105,r06_ac0105: brand of cigarette last smoked when used both manufactured cigarette
R06_AC0104,R06_AC0104: Brand of very last cigarette smoked is same as brand regularly/last,r06_ac0104,r06_ac0104: brand of very last cigarette smoked is same as brand regularly/last
R06R_A_AV1006,R06R_A_AV1006: DERIVED - Age group you were in when you first used an electronic,r06r_a_av1006,r06r_a_av1006: derived - age group you were in when you first used an electronic
R06_AV1005,R06_AV1005: Number of times used electronic nicotine product in entire life,r06_av1005,r06_av1005: number of times used electronic nicotine product in entire life
R06_AV1100,R06_AV1100: Ever used electronic nicotine products fairly regularly,r06_av1100,r06_av1100: ever used electronic nicotine products fairly regularly
R06R_A_AV1007,R06R_A_AV1007: DERIVED - Age group you were in when you first started using elec,r06r_a_av1007,r06r_a_av1007: derived - age group you were in when you first started using elec
R06R_A_AV1020,R06R_A_AV1020: DERIVED - Age group you were in when you first started using elec,r06r_a_av1020,r06r_a_av1020: derived - age group you were in when you first started using elec
R06_AV1011_01,R06_AV1011_01: Flavor of electronic nicotine product when first started using: T,r06_av1011_01,r06_av1011_01: flavor of electronic nicotine product when first started using: t
R06_AV1011_02,R06_AV1011_02: Flavor of electronic nicotine product when first started using: M,r06_av1011_02,r06_av1011_02: flavor of electronic nicotine product when first started using: m
R06_AV1011_03,R06_AV1011_03: Flavor of electronic nicotine product when first started using: M,r06_av1011_03,r06_av1011_03: flavor of electronic nicotine product when first started using: m
R06_AV1011_04,R06_AV1011_04: Flavor of electronic nicotine product when first started using: C,r06_av1011_04,r06_av1011_04: flavor of electronic nicotine product when first started using: c
R06_AV1011_05,R06_AV1011_05: Flavor of electronic nicotine product when first started using: F,r06_av1011_05,r06_av1011_05: flavor of electronic nicotine product when first started using: f
R06_AV1011_06,R06_AV1011_06: Flavor of electronic nicotine product when first started using: C,r06_av1011_06,r06_av1011_06: flavor of electronic nicotine product when first started using: c
R06_AV1011_07,R06_AV1011_07: Flavor of electronic nicotine product when first started using: A,r06_av1011_07,r06_av1011_07: flavor of electronic nicotine product when first started using: a
R06_AV1011_08,R06_AV1011_08: Flavor of electronic nicotine product when first started using: A,r06_av1011_08,r06_av1011_08: flavor of electronic nicotine product when first started using: a
R06_AV1011_09,R06_AV1011_09: Flavor of electronic nicotine product when first started using: C,r06_av1011_09,r06_av1011_09: flavor of electronic nicotine product when first started using: c
R06_AV1011_10,R06_AV1011_10: Flavor of electronic nicotine product when first started using: S,r06_av1011_10,r06_av1011_10: flavor of electronic nicotine product when first started using: s
R06_AV9035_01,R06_AV9035_01: Electronic nicotine product you have used: E-cigarette including,r06_av9035_01,r06_av9035_01: electronic nicotine product you have used: e-cigarette including
R06_AV9035_02,R06_AV9035_02: Electronic nicotine product you have used: E-cigar,r06_av9035_02,r06_av9035_02: electronic nicotine product you have used: e-cigar
R06_AV9035_03,R06_AV9035_03: Electronic nicotine product you have used: E-pipe,r06_av9035_03,r06_av9035_03: electronic nicotine product you have used: e-pipe
