wave,var_name,label,var_lower,label_lower
W6,CASEID,CASEID: Case Identification Number,caseid,caseid: case identification number
W6,PERSONID,PERSONID: Participant ID,personid,personid: participant id
W6,R06_ADULTTYPE,R06_ADULTTYPE: Wave 6 adult type classification,r06_adulttype,r06_adulttype: wave 6 adult type classification
W6,R06_ADULT_MODE,R06_ADULT_MODE: Wave 6 Adult interview mode,r06_adult_mode,r06_adult_mode: wave 6 adult interview mode
W6,R06R_A_AT0047,R06R_A_AT0047: DERIVED - Recoded marital status (3 levels),r06r_a_at0047,r06r_a_at0047: derived - recoded marital status (3 levels)
W6,R06R_A_AM0065_V2,R06R_A_AM0065_V2: DERIVED - Recoded number of years in US (2 levels),r06r_a_am0065_v2,r06r_a_am0065_v2: derived - recoded number of years in us (2 levels)
W6,R06_AM0066,R06_AM0066: How well you speak English,r06_am0066,r06_am0066: how well you speak english
W6,R06_AM0070,R06_AM0070: How well you read English,r06_am0070,r06_am0070: how well you read english
W6,R06_AM0073,R06_AM0073: How well you write in English,r06_am0073,r06_am0073: how well you write in english
W6,R06_AM0071,R06_AM0071: Speak a language other than English at home,r06_am0071,r06_am0071: speak a language other than english at home
W6,R06_AM0072_01,R06_AM0072_01: Other language spoken at home: Spanish,r06_am0072_01,r06_am0072_01: other language spoken at home: spanish
W6,R06R_A_AM0072_02,"R06R_A_AM0072_02: DERIVED - Recoded other language(s) spoken at home: Chinese, T",r06r_a_am0072_02,"r06r_a_am0072_02: derived - recoded other language(s) spoken at home: chinese, t"
W6,R06_AC1002,"R06_AC1002: Ever smoked a cigarette, even one or two puffs",r06_ac1002,"r06_ac1002: ever smoked a cigarette, even one or two puffs"
W6,R06_AC1004,"R06_AC1004: In past 30 days, smoked a cigarette, even one or two puffs",r06_ac1004,"r06_ac1004: in past 30 days, smoked a cigarette, even one or two puffs"
W6,R06_AC1002_12M,"R06_AC1002_12M: In past 12 months, smoked a cigarette, even one or two puffs",r06_ac1002_12m,"r06_ac1002_12m: in past 12 months, smoked a cigarette, even one or two puffs"
W6,R06_AC1003,R06_AC1003: Now smoke cigarettes,r06_ac1003,r06_ac1003: now smoke cigarettes
W6,R06_AC1009_NN,R06_AC1009_NN: How long since last smoked a cigarette - Number,r06_ac1009_nn,r06_ac1009_nn: how long since last smoked a cigarette - number
W6,R06_AC1009_UN,R06_AC1009_UN: How long since last smoked a cigarette - Unit,r06_ac1009_un,r06_ac1009_un: how long since last smoked a cigarette - unit
W6,R06_AC1010,R06_AC1010: Completely quit smoking cigarettes,r06_ac1010,r06_ac1010: completely quit smoking cigarettes
W6,R06_AC1103,R06_AC1103: Ever been curious about smoking a cigarette,r06_ac1103,r06_ac1103: ever been curious about smoking a cigarette
W6,R06_AC1206,R06_AC1206: Think you will smoke a cigarette in the next year,r06_ac1206,r06_ac1206: think you will smoke a cigarette in the next year
W6,R06_AC1104,R06_AC1104: Think you will try a cigarette soon,r06_ac1104,r06_ac1104: think you will try a cigarette soon
W6,R06_AC1205,R06_AC1205: Would smoke a cigarette if a best friend offered,r06_ac1205,r06_ac1205: would smoke a cigarette if a best friend offered
W6,R06_AV1004,"R06_AV1004: In the past 30 days, used an electronic nicotine product, even one o",r06_av1004,"r06_av1004: in the past 30 days, used an electronic nicotine product, even one o"
W6,R06_AV1002,"R06_AV1002: Ever used an electronic nicotine product, even one or two times",r06_av1002,"r06_av1002: ever used an electronic nicotine product, even one or two times"
W6,R06_AV1002_12M,"R06_AV1002_12M: In the past 12 months, used an electronic nicotine product, even",r06_av1002_12m,"r06_av1002_12m: in the past 12 months, used an electronic nicotine product, even"
W6,R06_AV9011,"R06_AV9011: Around this time 12 months ago, used nicotine in an electronic produ",r06_av9011,"r06_av9011: around this time 12 months ago, used nicotine in an electronic produ"
W6,R06_AV1003,R06_AV1003: Now use electronic nicotine products,r06_av1003,r06_av1003: now use electronic nicotine products
W6,R06_AV1009_NN,R06_AV1009_NN: How long since you last took a puff from an electronic nicotine p,r06_av1009_nn,r06_av1009_nn: how long since you last took a puff from an electronic nicotine p
W6,R06_AV1009_UN,R06_AV1009_UN: How long since you last took a puff from an electronic nicotine p,r06_av1009_un,r06_av1009_un: how long since you last took a puff from an electronic nicotine p
W6,R06_AV1010,R06_AV1010: Completely quit using electronic nicotine products,r06_av1010,r06_av1010: completely quit using electronic nicotine products
W6,R06_AV1103,R06_AV1103: Ever been curious about using an electronic nicotine product,r06_av1103,r06_av1103: ever been curious about using an electronic nicotine product
W6,R06_AV1206,R06_AV1206: Think you will use an electronic nicotine product in the next year,r06_av1206,r06_av1206: think you will use an electronic nicotine product in the next year
W6,R06_AV1104,R06_AV1104: Think you will try an electronic nicotine product soon,r06_av1104,r06_av1104: think you will try an electronic nicotine product soon
W6,R06_AV1105,R06_AV1105: Would try an electronic nicotine product if one of your best friends,r06_av1105,r06_av1105: would try an electronic nicotine product if one of your best friends
W6,R06_AG9003,"R06_AG9003: Ever smoked a traditional cigar, even one or two puffs",r06_ag9003,"r06_ag9003: ever smoked a traditional cigar, even one or two puffs"
W6,R06_AG9004,"R06_AG9004: Ever smoked a cigarillo or filtered cigar, even one or two puffs",r06_ag9004,"r06_ag9004: ever smoked a cigarillo or filtered cigar, even one or two puffs"
W6,R06_AG9009_01,R06_AG9009_01: Type of cigarillo or filtered cigar ever smoked: with a plastic o,r06_ag9009_01,r06_ag9009_01: type of cigarillo or filtered cigar ever smoked: with a plastic o
W6,R06_AG9009_02,R06_AG9009_02: Type of cigarillo or filtered cigar ever smoked: with a filter (l,r06_ag9009_02,r06_ag9009_02: type of cigarillo or filtered cigar ever smoked: with a filter (l
W6,R06_AG9009_03,R06_AG9009_03: Type of cigarillo or filtered cigar ever smoked: without a tip or,r06_ag9009_03,r06_ag9009_03: type of cigarillo or filtered cigar ever smoked: without a tip or
W6,R06_AG9030,"R06_AG9030: In past 30 days, smoked a traditional cigar, even one or two puffs",r06_ag9030,"r06_ag9030: in past 30 days, smoked a traditional cigar, even one or two puffs"
W6,R06_AG9003_12M,"R06_AG9003_12M: In past 12 months, smoked a traditional cigar, even one or two p",r06_ag9003_12m,"r06_ag9003_12m: in past 12 months, smoked a traditional cigar, even one or two p"
W6,R06_AG9031,"R06_AG9031: In past 30 days, smoked a cigarillo or filtered cigar, even one or t",r06_ag9031,"r06_ag9031: in past 30 days, smoked a cigarillo or filtered cigar, even one or t"
W6,R06_AG9049_01,"R06_AG9049_01: In past 30 days, type of cigarillos or filtered cigars smoked: Wi",r06_ag9049_01,"r06_ag9049_01: in past 30 days, type of cigarillos or filtered cigars smoked: wi"
W6,R06_AG9049_02,"R06_AG9049_02: In past 30 days, type of cigarillos or filtered cigars smoked: Wi",r06_ag9049_02,"r06_ag9049_02: in past 30 days, type of cigarillos or filtered cigars smoked: wi"
W6,R06_AG9049_03,"R06_AG9049_03: In past 30 days, type of cigarillos or filtered cigars smoked: Wi",r06_ag9049_03,"r06_ag9049_03: in past 30 days, type of cigarillos or filtered cigars smoked: wi"
W6,R06_AG9051,"R06_AG9051: In past 12 months, smoked cigarillo/filtered cigar that has a plasti",r06_ag9051,"r06_ag9051: in past 12 months, smoked cigarillo/filtered cigar that has a plasti"
W6,R06_AG9052,"R06_AG9052: In past 12 months, smoked cigarillo/filtered cigar that has a filter",r06_ag9052,"r06_ag9052: in past 12 months, smoked cigarillo/filtered cigar that has a filter"
W6,R06_AG9053,"R06_AG9053: In past 12 months, smoked cigarillo/filtered cigar without a tip or",r06_ag9053,"r06_ag9053: in past 12 months, smoked cigarillo/filtered cigar without a tip or"
W6,R06_AG9004_12M,"R06_AG9004_12M: In past 12 months, smoked cigarillo or filtered cigar, even one",r06_ag9004_12m,"r06_ag9004_12m: in past 12 months, smoked cigarillo or filtered cigar, even one"
W6,R06_AG9009_12M_01,"R06_AG9009_12M_01: In last 12 months, type of cigarillos or filtered cigars smok",r06_ag9009_12m_01,"r06_ag9009_12m_01: in last 12 months, type of cigarillos or filtered cigars smok"
W6,R06_AG9009_12M_02,"R06_AG9009_12M_02: In last 12 months, type of cigarillos or filtered cigars smok",r06_ag9009_12m_02,"r06_ag9009_12m_02: in last 12 months, type of cigarillos or filtered cigars smok"
W6,R06_AG9009_12M_03,"R06_AG9009_12M_03: In last 12 months, type of cigarillos or filtered cigars smok",r06_ag9009_12m_03,"r06_ag9009_12m_03: in last 12 months, type of cigarillos or filtered cigars smok"
W6,R06_AG9107,"R06_AG9107: In past 12 months, smoked part or all of a traditional cigar, cigari",r06_ag9107,"r06_ag9107: in past 12 months, smoked part or all of a traditional cigar, cigari"
W6,R06_AG1095_01,R06_AG1095_01: Cigar type smoked as a blunt: Group 1 (Traditional cigar),r06_ag1095_01,r06_ag1095_01: cigar type smoked as a blunt: group 1 (traditional cigar)
W6,R06_AG1095_02,R06_AG1095_02: Cigar type smoked as a blunt: Group 2 (Cigarillos with and withou,r06_ag1095_02,r06_ag1095_02: cigar type smoked as a blunt: group 2 (cigarillos with and withou
W6,R06_AG1095_03,R06_AG1095_03: Cigar type smoked as a blunt: Group 3 (Filtered cigar),r06_ag1095_03,r06_ag1095_03: cigar type smoked as a blunt: group 3 (filtered cigar)
W6,R06_AG9106_01,"R06_AG9106_01: In past 12 months, how often tobacco in traditional cigar was rep",r06_ag9106_01,"r06_ag9106_01: in past 12 months, how often tobacco in traditional cigar was rep"
W6,R06_AG9106_02,"R06_AG9106_02: In past 12 months, how often tobacco in cigarillos with or withou",r06_ag9106_02,"r06_ag9106_02: in past 12 months, how often tobacco in cigarillos with or withou"
W6,R06_AG9106_03,"R06_AG9106_03: In past 12 months, how often tobacco in filtered cigars was repla",r06_ag9106_03,"r06_ag9106_03: in past 12 months, how often tobacco in filtered cigars was repla"
W6,R06_AG1003TC,R06_AG1003TC: Now smoke traditional cigars,r06_ag1003tc,r06_ag1003tc: now smoke traditional cigars
W6,R06_AG1009TC_NN,R06_AG1009TC_NN: How long since last smoked a traditional cigar - Number,r06_ag1009tc_nn,r06_ag1009tc_nn: how long since last smoked a traditional cigar - number
W6,R06_AG1009TC_UN,R06_AG1009TC_UN: How long since last smoked a traditional cigar - Unit,r06_ag1009tc_un,r06_ag1009tc_un: how long since last smoked a traditional cigar - unit
W6,R06_AG1010TC,R06_AG1010TC: Completely quit smoking traditional cigars,r06_ag1010tc,r06_ag1010tc: completely quit smoking traditional cigars
W6,R06_AG1003CG,R06_AG1003CG: Now smoke cigarillos,r06_ag1003cg,r06_ag1003cg: now smoke cigarillos
W6,R06_AG1009CG_NN,R06_AG1009CG_NN: How long since last smoked a cigarillo - Number,r06_ag1009cg_nn,r06_ag1009cg_nn: how long since last smoked a cigarillo - number
W6,R06_AG1009CG_UN,R06_AG1009CG_UN: How long since last smoked a cigarillo - Unit,r06_ag1009cg_un,r06_ag1009cg_un: how long since last smoked a cigarillo - unit
W6,R06_AG1010CG,R06_AG1010CG: Completely quit smoking cigarillos,r06_ag1010cg,r06_ag1010cg: completely quit smoking cigarillos
W6,R06_AG1003FC,R06_AG1003FC: Now smoke filtered cigars,r06_ag1003fc,r06_ag1003fc: now smoke filtered cigars
W6,R06_AG1009FC_NN,R06_AG1009FC_NN: How long since last smoked a filtered cigar - Number,r06_ag1009fc_nn,r06_ag1009fc_nn: how long since last smoked a filtered cigar - number
W6,R06_AG1009FC_UN,R06_AG1009FC_UN: How long since last smoked a filtered cigar - Unit,r06_ag1009fc_un,r06_ag1009fc_un: how long since last smoked a filtered cigar - unit
W6,R06_AG1010FC,R06_AG1010FC: Completely quit smoking filtered cigars,r06_ag1010fc,r06_ag1010fc: completely quit smoking filtered cigars
W6,R06_AG1003TJ,R06_AG1003TJ: Now smoke traditional cigars as blunts,r06_ag1003tj,r06_ag1003tj: now smoke traditional cigars as blunts
W6,R06_AG1009TJ_NN,R06_AG1009TJ_NN: How long since last smoked a traditional cigar as a blunt - Num,r06_ag1009tj_nn,r06_ag1009tj_nn: how long since last smoked a traditional cigar as a blunt - num
W6,R06_AG1009TJ_UN,R06_AG1009TJ_UN: How long since last smoked a traditional cigar as a blunt - Uni,r06_ag1009tj_un,r06_ag1009tj_un: how long since last smoked a traditional cigar as a blunt - uni
W6,R06_AG1003GJ,R06_AG1003GJ: Now smoke cigarillos as blunts,r06_ag1003gj,r06_ag1003gj: now smoke cigarillos as blunts
W6,R06_AG1009GJ_NN,R06_AG1009GJ_NN: How long since last smoked a cigarillo as a blunt - Number,r06_ag1009gj_nn,r06_ag1009gj_nn: how long since last smoked a cigarillo as a blunt - number
W6,R06_AG1009GJ_UN,R06_AG1009GJ_UN: How long since last smoked a cigarillo as a blunt - Unit,r06_ag1009gj_un,r06_ag1009gj_un: how long since last smoked a cigarillo as a blunt - unit
W6,R06_AG1003FJ,R06_AG1003FJ: Now smoke filtered cigars as blunts,r06_ag1003fj,r06_ag1003fj: now smoke filtered cigars as blunts
W6,R06_AG1009FJ_NN,R06_AG1009FJ_NN: How long since last smoked a filtered cigar as a blunt - Number,r06_ag1009fj_nn,r06_ag1009fj_nn: how long since last smoked a filtered cigar as a blunt - number
W6,R06_AG1009FJ_UN,R06_AG1009FJ_UN: How long since last smoked a filtered cigar as a blunt - Unit,r06_ag1009fj_un,r06_ag1009fj_un: how long since last smoked a filtered cigar as a blunt - unit
W6,R06_AG9010,R06_AG9010: Ever been curious about smoking a traditional cigar,r06_ag9010,r06_ag9010: ever been curious about smoking a traditional cigar
W6,R06_AG9020,R06_AG9020: Think you will smoke a traditional cigar in the next year,r06_ag9020,r06_ag9020: think you will smoke a traditional cigar in the next year
W6,R06_AG9013,R06_AG9013: Think you will try a traditional cigar soon,r06_ag9013,r06_ag9013: think you will try a traditional cigar soon
W6,R06_AG9016,R06_AG9016: Would smoke a traditional cigar if a best friend offered it,r06_ag9016,r06_ag9016: would smoke a traditional cigar if a best friend offered it
W6,R06_AG9011,R06_AG9011: Ever been curious about smoking a cigarillo,r06_ag9011,r06_ag9011: ever been curious about smoking a cigarillo
W6,R06_AG9021,R06_AG9021: Think you will smoke a cigarillo in the next year,r06_ag9021,r06_ag9021: think you will smoke a cigarillo in the next year
W6,R06_AG9014,R06_AG9014: Think you will try a cigarillo soon,r06_ag9014,r06_ag9014: think you will try a cigarillo soon
W6,R06_AG9017,R06_AG9017: Would smoke a cigarillo if a best friend offered it,r06_ag9017,r06_ag9017: would smoke a cigarillo if a best friend offered it
W6,R06_AG9012,R06_AG9012: Ever been curious about smoking a filtered cigar,r06_ag9012,r06_ag9012: ever been curious about smoking a filtered cigar
W6,R06_AG9022,R06_AG9022: Think you will smoke a filtered cigar in the next year,r06_ag9022,r06_ag9022: think you will smoke a filtered cigar in the next year
W6,R06_AG9015,R06_AG9015: Think you will try a filtered cigar soon,r06_ag9015,r06_ag9015: think you will try a filtered cigar soon
W6,R06_AG9018,R06_AG9018: Would smoke a filtered cigar if a best friend offered it,r06_ag9018,r06_ag9018: would smoke a filtered cigar if a best friend offered it
W6,R06_AP1002,"R06_AP1002: Ever smoked a pipe filled with tobacco, even one or two puffs",r06_ap1002,"r06_ap1002: ever smoked a pipe filled with tobacco, even one or two puffs"
W6,R06_AP1004,"R06_AP1004: In past 30 days, smoked a pipe filled with tobacco, even one or two",r06_ap1004,"r06_ap1004: in past 30 days, smoked a pipe filled with tobacco, even one or two"
W6,R06_AP1002_12M,"R06_AP1002_12M: In past 12 months, smoked a pipe filled with tobacco, even one o",r06_ap1002_12m,"r06_ap1002_12m: in past 12 months, smoked a pipe filled with tobacco, even one o"
W6,R06_AP1003,R06_AP1003: Now smoke a pipe filled with tobacco,r06_ap1003,r06_ap1003: now smoke a pipe filled with tobacco
W6,R06_AP1009_NN,R06_AP1009_NN: How long since you last smoked a pipe filled with tobacco - Numbe,r06_ap1009_nn,r06_ap1009_nn: how long since you last smoked a pipe filled with tobacco - numbe
W6,R06_AP1009_UN,R06_AP1009_UN: How long since you last smoked a pipe filled with tobacco - Unit,r06_ap1009_un,r06_ap1009_un: how long since you last smoked a pipe filled with tobacco - unit
W6,R06_AP1010,R06_AP1010: Completely quit smoking pipes filled with tobacco,r06_ap1010,r06_ap1010: completely quit smoking pipes filled with tobacco
W6,R06_AH1002,"R06_AH1002: Ever smoked tobacco in a hookah, even one or two puffs",r06_ah1002,"r06_ah1002: ever smoked tobacco in a hookah, even one or two puffs"
W6,R06_AH1004,"R06_AH1004: In past 30 days, smoked hookah, even one or two puffs",r06_ah1004,"r06_ah1004: in past 30 days, smoked hookah, even one or two puffs"
W6,R06_AH1002_12M,"R06_AH1002_12M: In past 12 months, smoked tobacco in a hookah, even one or two p",r06_ah1002_12m,"r06_ah1002_12m: in past 12 months, smoked tobacco in a hookah, even one or two p"
W6,R06_AH1003,R06_AH1003: Now smoke hookah,r06_ah1003,r06_ah1003: now smoke hookah
W6,R06_AH1009_NN,R06_AH1009_NN: How long since you last smoked tobacco in a hookah - Number,r06_ah1009_nn,r06_ah1009_nn: how long since you last smoked tobacco in a hookah - number
W6,R06_AH1009_UN,R06_AH1009_UN: How long since you last smoked tobacco in a hookah - Unit,r06_ah1009_un,r06_ah1009_un: how long since you last smoked tobacco in a hookah - unit
